#Programa,Nombre de Programa,Stored Procedure
1657,Extorno Masivo de Provisiones,PR_ERP_FNZ_QRY_GN_MuestraVoucher_Reversion
1662,Interface Voucher Contable,PR_ERP_FNZ_QRY_GN_GENERAVOUCHER_NOMINA
1662,Interface Voucher Contable,PR_ERP_FNZ_QRY_GN_VALIDAVOUCHERNOM
1662,Interface Voucher Contable,USP_ELIMINA_VOUCHER_CONTABLENOMINA
1665,Interface Voucher - Nominas,USP_CTB_ASIENTO_PLANILLA
1665,Interface Voucher - Nominas,USP_CTB_PLANILLA_VALIDA
1665,Interface Voucher - Nominas,USP_CTB_REVIERTE_INTERFACE_PLANILLA
1669,Interface Voucher SAP,PR_ERP_FNZ_QRY_GN_GENERAVOUCHERSAP
1669,Interface Voucher SAP,PR_ERP_FNZ_QRY_GN_MUESTRAVOUCHERSAP
1669,Interface Voucher SAP,PR_ERP_FNZ_QRY_GN_VALIDAVOUCHERSAP
1677,Anexo de Cuentas,USP_REP_ANEXOCUENTAS
1677,Anexo de Cuentas,USP_REP_ANEXOCUENTAS
1679,Balance General,USP_NOTAS_ESTADOS_FINANCIEROS
1680,Balance General Comparativo,USP_NOTAS_ESTADOS_FINANCIEROS_COMPARATIVO
1681,Estado Gan. y Perdidas,USP_NOTAS_ESTADOS_FINANCIEROS
1682,Estado Gan. y Perdidas Compara,USP_CTB_REP_ESTGYP_COMPARATIVO
1683,Estado Gan. y Perdidas Acumula,USP_NOTAS_ESTADOS_FINANCIEROS
1684,Notas Estados Financieros,USP_NOTAS_ESTADOS_FINANCIEROS
1685,Notas Estados Financieros MX,USP_CTB_REPNOTAS_EEFF
1685,Notas Estados Financieros MX,USP_CTB_REPNOTAS_EEFF_2
1688,Hoja de Trabajo - Com Acumulad,PR_ERP_FNZ_RPT_GN_BALANCECOMPROBACIONACUMULADO
1688,Hoja de Trabajo - Com Acumulad,PR_ERP_FNZ_RPT_GN_BALANCECOMPROBACIONACUMULADO
1689,Hoja de Trabajo - Comprobacion,USP_ADM_BALANCE_COMPROBACION
1689,Hoja de Trabajo - Comprobacion,USP_ADM_BALANCE_COMPROBACION
1717,Subdiario Contable,USP_ADM_SUBDIARIO_CONTABLE
1717,Subdiario Contable,USP_ADM_SUBDIARIO_CONTABLE
1718,Analisis de Cuenta,USP_ADM_ANALISIS_CUENTA
1718,Analisis de Cuenta,USP_ADM_ANALISIS_CUENTA
1718,Analisis de Cuenta,USP_ADM_ANALISIS_CUENTA
1718,Analisis de Cuenta,USP_ADM_ANALISIS_CUENTA
1721,Auxiliar Centro Costo x Cuenta,PR_ERP_FNZ_QRY_GN_ReporteAuxiliarCentroCostoxCuenta
1722,Auxiliar Ctas.CCos.Respons-New,USP_Filtrar_CC_Cabhcos2
1724,Mayor Auxiliar x Persona,USP_ADM_MAYOR_AUXILIAR_PERSONA
1725,Mayor Auxiliar x Interco,USP_ADM_MAYOR_AUXILIAR_INTERCO
1726,Mayor Auxiliar x Articulo,USP_ADM_MAYOR_AUXILIAR_ARTICULO
1728,Cuentas sin Centro de Costo,USP_CUENTA_SIN_CENTROCOSTO
1731,Voucher Anulados,PR_ERP_FNZ_RPT_GN_AsientoContableAnulado
1732,Reporte Asiento Manuales,PR_ERP_FNZ_RPT_GN_ASIENTOCONTABLEMANUAL
1734,Saldo de Terceros x Cuenta,PR_ERP_FNZ_RPT_GN_SALDOSTERCEROSCUENTA
1739,Registros Oficiales,USP_REGISTRO_APURACAO
1739,Registros Oficiales,USP_REGISTRO_ENTRADAS
1739,Registros Oficiales,USP_REGISTRO_SALIDAS
1740,Relatorio Nota Fiscais,USP_REGISTRO_APURACAO
1740,Relatorio Nota Fiscais,USP_REGISTRO_SALIDAS
1740,Relatorio Nota Fiscais,USP_REP_NOTA_FISCAIS
1740,Relatorio Nota Fiscais,USP_REP_NOTA_FISCAIS
1743,Reporte Kardex Articulo,USP_KARDEX_VALORADO_ARTICULO
1744,Notas Estados Financieros AJE,USP_CTB_REPORTE_NOTASAJE_1
1746,Declaracion Anual de Impuestos,USP_REPFIS_GENERA_DIOT
1752,Catalogo Cuentas,USP_CTB_CREA_CATALOCTASSAT
1752,Catalogo Cuentas,USP_CTB_REPLICA_CATALOCTASSAT
1753,CTB Elect - Archivo Poliza,USP_CTBELECT_LAYOUT_POLIZA
1754,CTB Elect - Archivo Balanza,USP_CTBELECT_LAYOUT_BALANZA
1754,CTB Elect - Archivo Balanza,USP_CTBELECT_LAYOUT_BALANZA
1757,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWC
1757,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWC
1757,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWC
1757,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWC
1757,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWC
1762,Libros Electronicos,COM_GENERALIBROCRT
1762,Libros Electronicos,COM_LIBRORESVENTA
1762,Libros Electronicos,DBO.COM_GENERA_CPC
1762,Libros Electronicos,DBO.USP_ADM_LIBROREG_XMLCOMPRAS_2016
1762,Libros Electronicos,DBO.USP_ADM_LIBROREG_XMLDIARIO_2016
1762,Libros Electronicos,DBO.USP_ADM_LIBROREG_XMLMAYOR_2016
1762,Libros Electronicos,DBO.USP_ADM_LIBROREG_XMLSJDOMCOMPRAS_2016
1762,Libros Electronicos,USP_ADM_LIBROREG_XML_RESUMEN_COMPROBANTES_IMPRESOS
1762,Libros Electronicos,USP_ADM_LIBROREG_XMLKARDEX
1762,Libros Electronicos,USP_ADM_LIBROREG_XMLPLCTAS_2016
1762,Libros Electronicos,USP_ADM_LIBROREG_XMLVALKARDEX
1762,Libros Electronicos,USP_ADM_LIBROREG_XMLVENTAS_2016
1764,"Libros Electronico Decla,Elim",ADM_DESPRO_LIBRO_ELEC
1773,Equivalencia Sucursal Maquila,PR_ERP_FNZ_QRY_GN_ObtenerMaestroSucursal
1775,Bloqueo Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_BloqueoCentroCostoMaquila
1775,Bloqueo Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_BloqueoCentroCostoMaquila
1775,Bloqueo Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_BloqueoCentroCostoMaquila
1775,Bloqueo Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_ObtieneCentroCostoMaquila
1775,Bloqueo Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_ObtieneCentroCostoMaquila
1776,Seleccion Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_GuardaTrasladoGasto
1776,Seleccion Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_ObtieneSeleccionCentroCostoMaquila
1776,Seleccion Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_ObtieneSeleccionCentroCostoMaquila
1776,Seleccion Centro Costo Maquila,PR_ERP_FNZ_QRY_GN_RevertirTrasladoGasto
1777,Transferir Centro Costo Maquil,PR_ERP_FNZ_QRY_GN_ConsultaRevertirCentroCostoMaquila
1777,Transferir Centro Costo Maquil,PR_ERP_FNZ_QRY_GN_ConsultaTranferirCentroCostoMaquila
1777,Transferir Centro Costo Maquil,PR_ERP_FNZ_QRY_GN_ObtieneTranferirCentroCostoMaquila
1777,Transferir Centro Costo Maquil,PR_ERP_FNZ_QRY_GN_ObtieneTranferirCentroCostoMaquila
1778,Recepcion Gasto Costo Maquila,PR_ERP_FNZ_QRY_GN_ConsultaCentroCostoMaquilaTransferidos
1778,Recepcion Gasto Costo Maquila,PR_ERP_FNZ_RPT_GN_RECEPCION_GASTO_COSTO_MAQUILA
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_DocumentoVentaLiquidado
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_GeneraCierreVenta
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_GuiaPendienteLiquidar
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_ObtieneCierreVenta
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_ObtieneCierreVenta
1781,Cierre de Ventas,PR_ERP_FNZ_QRY_GN_RevertirCierreVenta
1798,Liq Movimientos Transportistas,DBO.PR_ERP_FNZ_QRY_GN_LIQUIDACIONCUENTASDIVERSAS
1798,Liq Movimientos Transportistas,DBO.PR_ERP_FNZ_QRY_GN_LIQUIDACIONCUENTASDIVERSASREVERTIR
1799,Liquidacion Operador Logistico,DBO.PR_ERP_FNZ_QRY_GN_LiquidacionOperadorLogistico
1799,Liquidacion Operador Logistico,DBO.PR_ERP_FNZ_QRY_GN_RevertirLiquidacionOperadorLogistico
1800,Confirmacion Liquidacion OL,PR_ERP_FNZ_QRY_GN_GeneraOrdenCompraOperadorLogistico
1800,Confirmacion Liquidacion OL,PR_ERP_FNZ_QRY_GN_ObtenerErrorLiquidacionOperadorLogistico
1800,Confirmacion Liquidacion OL,PR_ERP_FNZ_QRY_GN_ObtenerLiquidacionOperadorLogistico
1800,Confirmacion Liquidacion OL,PR_ERP_FNZ_QRY_GN_ObtieneOrdenCompraOperadorLogistico
1800,Confirmacion Liquidacion OL,PR_ERP_FNZ_QRY_GN_RevertirOrdenCompraOperadorLogistico
1801,Confirmacion Liquidacion TRA,PR_ERP_FNZ_QRY_GN_GeneraOrdenCompraLiquidacionTransportista
1801,Confirmacion Liquidacion TRA,PR_ERP_FNZ_QRY_GN_ObtenerErrorLiquidacionTransportista
1801,Confirmacion Liquidacion TRA,PR_ERP_FNZ_QRY_GN_ObtenerOrdenCompraLiqTransportista
1801,Confirmacion Liquidacion TRA,PR_ERP_FNZ_QRY_GN_ObtenerPeriodoComision
1801,Confirmacion Liquidacion TRA,PR_ERP_FNZ_QRY_GN_RevertirOrdenCompraLiquidacionTransportista
1802,Equivalencia Sucural Op Log,PR_ERP_FNZ_QRY_GN_ObtenerMaestroSucursal
1826,Accesos Corporativos,dbo.PR_ERP_FNZ_QRY_GN_CrearAccesoCorporativo
1832,Apertura/Cierre de Caja,USP_CIERRE_CAJA_DIA
1834,Actualiza Saldo Trabajo Curso,dbo.PR_ERP_FNZ_RPT_GN_TRABAJOCURSOCONSULTA
1839,Importa Maestros Excel,PR_ERP_COM_QRY_GN_RegistrarItemIntegracion
1841,Ubica Inconsistencias Polizas,USP_INCONSISTENCIA_VOUCHER
1842,Importar Identificadores Otros,PR_ERP_FNZ_QRY_GN_IDENTIFICADORESCONTABLESIMPORTAR
1843,Importar Identificadores Costo,PR_ERP_FNZ_QRY_GN_IDENTIFICADORESCONTABLESIMPORTAR
1844,Importar Fecha Cierre Contable,PR_ERP_FNZ_QRY_GN_FECHACIERRECONTABLEIMPORTAR
1845,Importar Ubigeo,PR_ERP_FNZ_QRY_GN_UBIGEOIMPORTAR
1846,Importar Gastos Produccion,PR_ERP_FNZ_QRY_GN_GASTOSPRODUCCIONIMPORTAR
1851,Gestor de Idiomas,USP_GEN_DICCIONARIO
1856,Actualiza Saldos de Facturas,PR_ERP_FNZ_QRY_GN_SaldoDocumentoCobrar
1856,Actualiza Saldos de Facturas,PR_ERP_FNZ_QRY_GN_SaldoDocumentoPagar
1856,Actualiza Saldos de Facturas,PR_ERP_FNZ_QRY_GN_SaldoOrdenGiro
1857,Anulacion Factura Compra Valor,PR_ERP_FNZ_QRY_GN_VERIFICASALDOOCOXNOTACREDITO
1857,Anulacion Factura Compra Valor,USP_ANULACION_FACTURA_COMPRA
1872,Conceptos Presupuestales,PR_ERP_FNZ_QRY_GN_CREAPARTIDAS
1873,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_Crea_Presupuesto_Empleado
1873,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_CREACCEMP
1873,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_CREACONFIGPRES
1873,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_PRESUPUESTOIMPORTAR
1873,Asigna Empleados por C Costo,USP_ADM_GRABA_PERSOVSCC
1874,Asigna Documentos a Empleados,PR_ERP_FNZ_QRY_GN_Crea_Presupuesto_Empleado_Documentos
1881,Consultar Saldo Presupuesto,PR_ERP_FNZ_QRY_GN_SALDOARTICULO
1883,Consultar Saldo Presupuesto,PR_ERP_FNZ_QRY_GN_CONSULTA_SALDO_PRESUPUESTO
1883,Consultar Saldo Presupuesto,PR_ERP_FNZ_QRY_GN_CONSULTA_SALDO_PRESUPUESTO
1883,Consultar Saldo Presupuesto,PR_ERP_FNZ_QRY_GN_CONSULTA_SALDO_PRESUPUESTO
1883,Consultar Saldo Presupuesto,PR_ERP_FNZ_QRY_GN_SALDOARTICULO
1891,IO Registro de Presupuestos,PR_ERP_FNZ_QRY_GN_IMPORTARSALDOSPRES
1895,Consulta Saldo Presupuesto,dbo.USP_INVENTARIO_X_PARTIDA
1898,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_Crea_Presupuesto_Empleado
1898,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_CREACONFIGPRES
1898,Asigna Empleados por C Costo,PR_ERP_FNZ_QRY_GN_PRESUPUESTOIMPORTAR
1898,Asigna Empleados por C Costo,USP_ADM_GRABA_PERSOVSCC
1908,Genera Informacion Autom Corpo,USP_CTB_EXPORTA_CONSOL
1914,GASTOS DIRECTOS E INDIRECTOS,USP_DISTRIBUCION_GASTO_GERENCIA
1915,Costo por Articulo,cons_importacostos_planta_a_cedis
1917,Procesos Consolidacion,cons_cons_distribucion_costos
1917,Procesos Consolidacion,cons_distribucion_gastos_directos
1917,Procesos Consolidacion,cons_distribucion_gastos_indirectos
1917,Procesos Consolidacion,cons_ventas_compania
1918,Consolidado de Ventas,CONS_VENTAS_PAIS_REGION
1919,Distribucion de Indirectos,cons_distribucion_gastos_indirectos_pais
1922,Tranfiere Data-SEVEN-BIGMAGIC,asiento_nomina
1922,Tranfiere Data-SEVEN-BIGMAGIC,asiento_prestaciones
1948,Plan de compras,USP_PLAN_COMPRAS
1957,Generacion Layout  Cobranza,USP_LAYOUT_COBRANZA_INPUT
1958,Importar Layout de Retorno,USP_ADM_LAYOUT_COBRANZA_RETORNO
2077,Estado Cuenta x Cobrar - VAL,PR_ERP_FNZ_RPT_GN_CUENTACORRIENTECOBRARSALDOS
2077,Estado Cuenta x Cobrar - VAL,USP_ADM_CUENTA_CORRIENTE_COBRAR_SALDOS
2078,Depreciacion de Activo Fijo-VA,PR_ERP_FNZ_QRY_GN_DEPRECIACIONACTIVOS
2078,Depreciacion de Activo Fijo-VA,PR_ERP_FNZ_QRY_GN_DEPRECIACIONACTIVOS
2080,Proceso Conciliacion Automa-VA,PR_ERP_FNZ_QRY_GN_DESCONCILIABANCOAUTOMATICO
2081,Subdiario Contable - VALIDA,USP_ADM_SUBDIARIO_CONTABLE
2081,Subdiario Contable - VALIDA,USP_ADM_SUBDIARIO_CONTABLE
2082,Distribucion de Gastos Ind -VA,USP_DISTRIBUCION_GASTOS_NEW
2082,Distribucion de Gastos Ind -VA,USP_DISTRIBUCION_GASTOS_XCIA
2082,Distribucion de Gastos Ind -VA,USP_Filtrar_CC_Cabhcos2
2108,Asiento Caja Ingresos Liq - Pe,SELECTC.PROCCOMVTA
2115,Elimina Vouchers Generados,USP_ANULACION_VOUCHER_GENERADO
2120,Interface Voucher Contable,PR_ERP_FNZ_QRY_GN_GENERAVOUCHER_NOMINA
2120,Interface Voucher Contable,PR_ERP_FNZ_QRY_GN_VALIDAVOUCHERNOM
2120,Interface Voucher Contable,USP_ELIMINA_VOUCHER_CONTABLENOMINA
2121,Movimiento Contables - PWC,PR_ERP_FNZ_RPT_GN_MOVIMIENTOSCONTABLESPWCDETALLE
2128,Plan de Materiales AVAIL Temp,dbo.USP_ADM_CONSULTAREQAVAIL
2128,Plan de Materiales AVAIL Temp,dbo.USP_ADM_CONSULTAREQCRONOGRAMAAVAIL
2128,Plan de Materiales AVAIL Temp,dbo.USP_ADM_CONSULTAREQDETALLEAVAIL
2128,Plan de Materiales AVAIL Temp,USP_ADM_CREAREQDESDEAVAIL
2131,Asiento Aplicacion BDBs,USP_CTB_ACTUALIZA_INTERCOMPANY
2133,Asiento Aplicacion BDBs,USP_CTB_ACTUALIZA_INTERCOMPANY
2142,Recepcion de Facturas Mesa U6,PR_ERP_FNZ_QRY_GN_MduPreRegistroToFactura
2142,Recepcion de Facturas Mesa U6,PR_ERP_FNZ_QRY_GN_MduRechazoPreRegistroFactura
2147,Accesos de Empleado,PR_ERP_FNZ_QRY_GN_ACCESOEMPLEADO
2147,Accesos de Empleado,PR_ERP_FNZ_QRY_GN_COPIARACCESOEMPLEADO
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2147,Accesos de Empleado,PR_ERP_FNZ_RPT_GN_AnularAccesosdeEmpleados
2157,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2157,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2157,Distribucion de Ingresos,USP_ADM_CIERRE_CAJA_DIN
2158,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2158,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2158,Distribucion de Ingresos,USP_ADM_CIERRE_CAJA_DIN
2183,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_AnulacionDistribucionIngresos
2183,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_CreacionDistribucionIngresos
2183,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2183,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
2183,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_ObtieneDistribucionDocumento
2183,Distribucion de Ingresos,USP_ADM_CIERRE_CAJA_DIN
2184,Extracto Bancario Manual,PR_ERP_FNZ_QRY_GN_ELIMINACARGAEXT
2184,Extracto Bancario Manual,USP_ACTUALIZA_CONCILIACION_BANCOS_LIBERA
2184,Extracto Bancario Manual,USP_BCO_LLENA_CONCILIACION
2184,Extracto Bancario Manual,USP_CONCILIACION_BCO_GASTOS
2185,Pasar Facturacion - MX,dbo.USP_ALM_VALORIZA_INGRESOS
2185,Pasar Facturacion - MX,USP_ANULACION_FACTURA_COMPRA
2187,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_CONFIRMACION_BDB_DIN
2187,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_GeneraDAD
2188,Cobranza Transportista,dbo.PR_ERP_FNZ_QRY_GN_CreacionCobranzaTransportista
2188,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_ObtenerDepositoGuiaTransportista
2188,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
2188,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
2188,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
2188,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_ObtenerDepositoPagoDigital_PE
2193,Asigna Per.Contable a UsuarioV,PR_ERP_FNZ_QRY_GN_CreaAccesoUsuarioCTB
2193,Asigna Per.Contable a UsuarioV,PR_ERP_FNZ_QRY_GN_CreaAccesoUsuarioCTB
2193,Asigna Per.Contable a UsuarioV,PR_ERP_FNZ_QRY_GN_CreaAccesoUsuarioCTB
2193,Asigna Per.Contable a UsuarioV,USP_CTB_ASIGNA_ASIENTOS
2210,Retira Aprobacion de Documento,USP_ADM_ENVIA_CORREO_ORDEN_GIRO_QUITA_APROBACION
2211,Requerimiento al Almacen - VAL,USP_GIM_ANULAREQUERIMIENTO
2211,Requerimiento al Almacen - VAL,USP_GIM_LLENA_CONSULTAREQUERIMIENTO
2211,Requerimiento al Almacen - VAL,USP_GIM_LLENA_CONSULTAREQUERIMIENTO
2212,Retira Aprobacion de Documento,USP_ADM_ENVIA_CORREO_ORDEN_GIRO_QUITA_APROBACION
